file,text
000_000135.mp3,"genre Rock; styles Psych-Rock, Rock, Loud-Rock; tags abominog"
000_000137.mp3,"Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978; genre Experimental; styles Noise, Avant-Garde, Experimental; tags lafms, airway"
000_000138.mp3,"Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978; genre Experimental; styles Noise, Avant-Garde, Experimental; tags lafms, airway"
000_000142.mp3,genre Folk; styles Folk; tags alec k redfearn and the eyesores
000_000144.mp3,"genre Jazz; styles Jazz; tags providence, amoebic ensemble, rhode island"
000_000450.mp3,"styles Jazz, Experimental, Electronic; tags bronhardgoingpublic"
000_000451.mp3,"styles Jazz, Experimental, Electronic; tags bronhardgoingpublic"
000_000452.mp3,"styles Jazz, Experimental, Electronic; tags bronhardgoingpublic"
000_000461.mp3,"styles Blues, Jazz, Jazz: Vocal; tags cantonement jazz band"
000_000462.mp3,"styles Blues, Jazz, Jazz: Vocal; tags cantonement jazz band"
000_000639.mp3,"genre Experimental; styles Avant-Garde, Experimental; tags eric leonardson and steve barsotti"
000_000640.mp3,"genre Spoken; styles Radio, Radio Art, Spoken; tags eric leonardson and anna friz"
000_000641.mp3,"genre Electronic; styles Electronic; tags austin, ethan persoff"
000_000642.mp3,"genre Electronic; styles Electronic; tags austin, ethan persoff"
000_000643.mp3,"genre Electronic; styles Electronic; tags austin, ethan persoff"
000_000798.mp3,genre Rock; styles Rock; tags glove compartment
000_000799.mp3,"genre Experimental; styles Experimental; tags portland, grouper"
000_000800.mp3,"genre Experimental; styles Experimental; tags portland, grouper"
000_000801.mp3,"genre Experimental; styles Experimental; tags portland, grouper"
000_000803.mp3,"genre Rock; styles Punk, Rock; tags columbus, guinea worms"
000_000846.mp3,genre Rock; styles Rock; tags heroin uk
000_000847.mp3,genre Pop; styles Pop; tags holzkopf
000_000850.mp3,"genre Rock; styles Rock; tags baltimore, human host, wham city"
000_000851.mp3,"genre Rock; styles Rock; tags baltimore, human host, wham city"
000_000852.mp3,"genre Rock; styles Rock; tags baltimore, human host, wham city"
000_000900.mp3,"styles Improv, Instrumental, Experimental; tags j andersons brooxx"
000_000901.mp3,"styles Improv, Instrumental, Experimental; tags j andersons brooxx"
000_000902.mp3,"styles Improv, Instrumental, Experimental; tags j andersons brooxx"
000_000903.mp3,"styles Improv, Instrumental, Experimental; tags j andersons brooxx"
000_000904.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000905.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000906.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000907.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000908.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000909.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000955.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000956.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000957.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000958.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000959.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000965.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000966.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000967.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000968.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000969.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags jad fair"
000_000990.mp3,"genre Experimental; styles Experimental, Field Recordings; tags jailberg"
000_000991.mp3,"genre Rock; styles Rock; tags baltimore, jason willett"
000_000996.mp3,"genre Experimental; styles Noise, Experimental; tags kevin shields"
000_000999.mp3,"genre Experimental; styles Noise, Experimental; tags kevin shields"
001_001000.mp3,"genre Experimental; styles Noise, Experimental; tags kevin shields"
001_001021.mp3,genre Jazz; styles Jazz; tags kyle bruckmann
001_001024.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags landed"
001_001025.mp3,"Recorded live at WSMU in 1999, University of Dartmouth Radio (now 89.3 WUMD-FM); genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags landed"
001_001026.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags landed"
001_001027.mp3,"genre Rock; styles Rock; tags providence, lazy magnet"
001_001030.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags leprechaun catering"
001_001031.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags leprechaun catering"
001_001032.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags leprechaun catering"
001_001033.mp3,"genre Rock; styles Loud-Rock, Rock, Noise-Rock; tags leprechaun catering"
001_001034.mp3,"genre Spoken; styles Spoken Weird, Spoken; tags baltimore, lexie mountain boys"
001_001214.mp3,"genre Electronic; styles Electronic; tags providence, mudboy"
001_001215.mp3,"styles Minimal Electronic, Minimalism, Experimental, Electronic; tags providence, mudboy"
001_001216.mp3,"tags providence, mudboy"
001_001217.mp3,"tags providence, mudboy"
001_001218.mp3,"genre Electronic; styles Electronic; tags providence, mudboy"
001_001234.mp3,"styles Minimal Electronic, Minimalism, Experimental, Electronic; tags providence, mudboy"
001_001235.mp3,"styles Minimal Electronic, Minimalism, Experimental, Electronic; tags providence, mudboy"
001_001236.mp3,"http://creativecommons.org/licenses/by-nc-sa/3.0/us http://www.mudboymusic.com/ a Last Visible Dog release; styles Minimal Electronic, Minimalism, Experimental, Electronic; tags providence, mudboy"
001_001237.mp3,"styles Minimal Electronic, Minimalism, Experimental, Electronic; tags providence, mudboy"
001_001238.mp3,"styles Experimental, Electronic; tags providence, mudboy"
001_001313.mp3,"genre Folk; styles Folk, Singer-Songwriter; tags nicky andrews"
001_001314.mp3,genre Electronic; styles Electronic; tags nicky andrews
001_001315.mp3,genre Electronic; styles Electronic; tags nicky andrews
001_001316.mp3,genre Electronic; styles Electronic; tags nicky andrews
001_001317.mp3,"genre Folk; styles Folk, Singer-Songwriter; tags nicky andrews"
001_001378.mp3,genre Rock; styles Rock; tags olneyville sound system
001_001380.mp3,genre Rock; styles Rock; tags padna
001_001381.mp3,"genre Rock; styles Electro-Punk, Punk, Rock; tags parsley flakes"
001_001384.mp3,"styles Old-Time / Historic, International; tags patrick j touhey"
001_001412.mp3,genre Rock; styles Rock; tags phallic suns
001_001423.mp3,genre Rock; styles Rock; tags plastic crimewave sound
001_001424.mp3,genre Rock; styles Rock; tags plastic crimewave sound
001_001425.mp3,genre Rock; styles Rock; tags plastic crimewave sound
001_001426.mp3,Live performance of a new song from 2008; genre Rock; styles Rock; tags plastic crimewave sound
001_001428.mp3,genre Electronic; styles Electronic; tags pleasurehorse
001_001637.mp3,genre Electronic; styles Electronic; tags snacks
001_001639.mp3,genre Electronic; styles Electronic; tags snacks
001_001641.mp3,"genre Rock; styles Punk, Rock; tags snake apartment"
001_001643.mp3,"genre Pop; styles Pop; tags tuam ireland pop punk noise korea, so cow"
001_001645.mp3,"genre Pop; styles Pop; tags tuam ireland pop punk noise korea, so cow"
001_001662.mp3,"genre Pop; styles Pop; tags tuam ireland pop punk noise korea, so cow"
001_001664.mp3,genre Pop; styles Pop; tags softboiled eggies
001_001665.mp3,genre Pop; styles Pop; tags softboiled eggies
001_001667.mp3,"genre Experimental; styles Experimental, Field Recordings; tags solemn man"
001_001668.mp3,"genre Experimental; styles Experimental, Field Recordings; tags solemn man"
001_001679.mp3,genre Electronic; styles Electronic; tags solomonoff and von hoffmannstahl
001_001690.mp3,genre Rock; styles Rock; tags soup purse
001_001691.mp3,"genre Pop; styles Pop; tags philly, sparrow steeple"
001_001692.mp3,"genre Pop; styles Pop; tags philly, sparrow steeple"
001_001693.mp3,"genre Pop; styles Pop; tags philly, sparrow steeple"
001_001727.mp3,genre Rock; styles Rock; tags tits
001_001728.mp3,genre Rock; styles Rock; tags tits
001_001731.mp3,"genre Experimental; styles Experimental; tags baltimore, teeth mountain"
001_001737.mp3,"genre Experimental; styles Experimental; tags baltimore, teeth mountain"
001_001740.mp3,"genre Rock; styles Rock; tags columbus, the lindsay"
001_001892.mp3,"styles Folk, Psych-Rock, Rock, Psych-Folk; tags tommy jay, columbus, ohio"
001_001895.mp3,"genre Folk; styles Folk; tags tommy jay, columbus, ohio"
001_001902.mp3,genre Rock; styles Rock; tags mors ontologica
001_001909.mp3,genre Folk; styles Folk; tags traveling bell
001_001910.mp3,"genre Experimental; styles Noise, Experimental; tags trockeneis"
002_002082.mp3,"genre Electronic; styles Electronic; tags bay area, thomas dimuzio"
002_002098.mp3,"genre Experimental; styles Avant-Garde, Experimental; tags san francisco, death sentence panda"
002_002100.mp3,"genre Experimental; styles Experimental, Audio Collage; tags lucky dragons"
002_002101.mp3,"genre Experimental; styles Experimental, Audio Collage; tags lucky dragons"
002_002102.mp3,"genre Experimental; styles Experimental, Audio Collage; tags lucky dragons"
002_002129.mp3,genre Rock; styles Rock; tags bolmongani
002_002624.mp3,"styles Ambient Electronic, Drone, Experimental, Electronic; tags harmonia"
003_003154.mp3,"genre Experimental; styles Avant-Garde, Experimental; tags lafms, solid eye"
003_003225.mp3,genre Electronic; styles Electronic
003_003256.mp3,"styles Indie-Rock, Rock, Electronic; tags adept"
003_003262.mp3,"styles Indie-Rock, Rock, Electronic; tags adept"
003_003267.mp3,"genre Folk; styles Folk; tags japan psychedelic rockfolk, ai aso"
003_003269.mp3,"Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache; genre Rock; styles Rock, Garage; tags apache"
003_003276.mp3,tags ariel pinks haunted graffiti
003_003277.mp3,"styles Pop, Lo-Fi, Rock; tags ariel pinks haunted graffiti"
003_003291.mp3,"genre Spoken; styles Radio, Spoken, Interview; tags free-folk, finnish, psych-folk, finland, finnish underground, avarus"
003_003314.mp3,genre Pop; styles Pop; tags the baskervilles
003_003315.mp3,genre Folk; styles Folk; tags benjamin wetherill
003_003316.mp3,genre Hip-Hop; styles Hip-Hop; tags big digits
003_003317.mp3,genre Hip-Hop; styles Hip-Hop; tags big digits
003_003353.mp3,"Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache; genre Rock; styles Rock, Garage; tags apache"
003_003354.mp3,"Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache; genre Rock; styles Rock, Garage; tags apache"
003_003355.mp3,"Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache; genre Rock; styles Rock, Garage; tags apache"
003_003356.mp3,"Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache; genre Rock; styles Rock, Garage; tags apache"
003_003357.mp3,genre Pop; styles Pop; tags the baskervilles
003_003375.mp3,"genre Experimental; styles Experimental, Audio Collage; tags blanketship"
003_003377.mp3,"genre Experimental; styles Experimental, Audio Collage; tags blanketship"
003_003379.mp3,"genre Experimental; styles Experimental, Audio Collage; tags blanketship"
003_003380.mp3,"genre Experimental; styles Experimental, Audio Collage; tags blanketship"
003_003382.mp3,"http://www.gigantesound.com http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Experimental; styles Experimental, Audio Collage; tags blanketship"
003_003404.mp3,"Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0 http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Indie-Rock, Rock; tags bonne aparte"
003_003405.mp3,"Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0 http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Indie-Rock, Rock; tags bonne aparte"
003_003406.mp3,"Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0 http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Indie-Rock, Rock; tags bonne aparte"
003_003407.mp3,"Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0 http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Indie-Rock, Rock; tags bonne aparte"
003_003408.mp3,"Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0 http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Indie-Rock, Rock; tags bonne aparte"
003_003445.mp3,genre Blues; styles Blues; tags brother jt
003_003447.mp3,"Some of the Ecstatic Yod Collective's caravan of weirdos stop by WFMU during their No More Bush celebration tour. MV & EE, master musicians of lysergic rural folk, will be joined by Willie ""Gutbucket"" Lane. We'll also hear music from Zaika, the duo of Marcia Bassett from the Double Leopards and Tom Carter from Charalambides. Interspersed with the music, Valerie Webber and Byron Coley will douse their souls in gasoline and ignite them with readings from their poetry. (http://www.wfmu.org/playlists/shows/28300); genre Spoken; styles Poetry, Spoken; tags byron coley"
003_003448.mp3,"Some of the Ecstatic Yod Collective's caravan of weirdos stop by WFMU during their No More Bush celebration tour. MV & EE, master musicians of lysergic rural folk, will be joined by Willie ""Gutbucket"" Lane. We'll also hear music from Zaika, the duo of Marcia Bassett from the Double Leopards and Tom Carter from Charalambides. Interspersed with the music, Valerie Webber and Byron Coley will douse their souls in gasoline and ignite them with readings from their poetry. (http://www.wfmu.org/playlists/shows/28300); genre Spoken; styles Poetry, Spoken; tags byron coley"
003_003451.mp3,"styles Rock, Experimental; tags carla bozulichs evangelista"
003_003456.mp3,genre Electronic; styles Electronic; tags chandeliers
003_003487.mp3,genre Folk; styles Folk; tags chris moore
003_003488.mp3,"San Francisco's Citay will stop by the WFMU studios for their second appearance, this time on the triumphant heels of their latest release Little Kingdom . Expect multi-layered, orchestrated psychedelia full of delicious hooks. (http://wfmu.org/playlists/shows/26689) A live set from Mors Ontologica is also featured on this show; genre Rock; styles Rock; tags san francisco, citay"
003_003494.mp3,"San Francisco's Citay will stop by the WFMU studios for their second appearance, this time on the triumphant heels of their latest release Little Kingdom . Expect multi-layered, orchestrated psychedelia full of delicious hooks. (http://wfmu.org/playlists/shows/26689) A live set from Mors Ontologica is also featured on this show; genre Rock; styles Rock; tags san francisco, citay"
003_003496.mp3,"San Francisco's Citay stop by the WFMU studios for their second appearance, this time on the triumphant heels of their latest release Little Kingdom . Expect multi-layered, orchestrated psychedelia full of delicious hooks. (http://wfmu.org/playlists/shows/26689) A live set from Mos Ontologica is also featured from this show; genre Rock; styles Rock; tags san francisco, citay"
003_003498.mp3,"San Francisco's Citay stop by the WFMU studios for their second appearance, this time on the triumphant heels of their latest release Little Kingdom . Expect multi-layered, orchestrated psychedelia full of delicious hooks. (http://wfmu.org/playlists/shows/26689) A live set from Mos Ontologica is also featured from this show; genre Rock; styles Rock; tags san francisco, citay"
003_003539.mp3,"Liz B broadcast a live set from Cryptacize today on her new afternoon timeslot. Cryptacize is the new project of Chris Cohen (ex-Deerhoof), Nedelle Torisi (Kill Rock Stars solo artist), and Michael Carreira (YouTube cowbell player extraordinaire ). Taking its roots from Cohen's earlier project The Curtains , Cryptacize crystallized across from the C&H Sugar Factory in Crockett, CA. Their sweet mini-pop elements get twisted around as Chris Cohen's guitar chops weave their way around Nedelle's vocals, punctuated by Michael's percussion grab-bag. Cryptacize is touring their way through Tennessee and Texas towards Los Angeles, then flying to Europe for some more shows in early July. Tourdates are posted on their myspace . They'll have copies of their Asthmattic Kitty debut Dig That Treasure , and their Unusual Animals Vol. 4 split 7'' with Why? (featuring a great cover of ""Peg"" by Steely Dan!). Cryptacize live on Liz B's show 6/16/08 ( playlist and archive w/ interview) Engineered 6/13/08 by Richard Rusincovitch (via Jason Sigal at Beware of the Blog); genre Pop; styles Pop, Experimental Pop; tags cryptacize, bay area"
003_003540.mp3,"Liz B broadcast a live set from Cryptacize today on her new afternoon timeslot. Cryptacize is the new project of Chris Cohen (ex-Deerhoof), Nedelle Torisi (Kill Rock Stars solo artist), and Michael Carreira (YouTube cowbell player extraordinaire ). Taking its roots from Cohen's earlier project The Curtains , Cryptacize crystallized across from the C&H Sugar Factory in Crockett, CA. Their sweet mini-pop elements get twisted around as Chris Cohen's guitar chops weave their way around Nedelle's vocals, punctuated by Michael's percussion grab-bag. Cryptacize is touring their way through Tennessee and Texas towards Los Angeles, then flying to Europe for some more shows in early July. Tourdates are posted on their myspace . They'll have copies of their Asthmattic Kitty debut Dig That Treasure , and their Unusual Animals Vol. 4 split 7'' with Why? (featuring a great cover of ""Peg"" by Steely Dan!). Cryptacize live on Liz B's show 6/16/08 ( playlist and archive w/ interview) Engineered 6/13/08 by Richard Rusincovitch (via Jason Sigal at Beware of the Blog); genre Pop; styles Pop, Experimental Pop; tags cryptacize, bay area"
003_003541.mp3,"Formed in the prolific musical environments of North Brooklyn and the now late NYC record store Rocks in Your Head, Crystal Stilts began as a duo, making stripped-down, moody pop songs. The band has fleshed out their sound with a full line-up and has developed into a live force to be reckoned with - bringing to mind the well-loved UK/Kiwi pop axis of Creation/Cherry Red/Flying Nun (think the Smiths, House of Love, Doublehappys, and Felt), as well as 60's staples like the Velvet Underground's third record and Detroit legends, the Index. Crystal Stilts are one of those rare bands who can capture the reflective end-of-summer sound. (http://www.wfmu.org/playlists/shows/28601); genre Rock; styles Rock, Garage; tags crystal stilts"
003_003542.mp3,"Formed in the prolific musical environments of North Brooklyn and the now late NYC record store Rocks in Your Head, Crystal Stilts began as a duo, making stripped-down, moody pop songs. The band has fleshed out their sound with a full line-up and has developed into a live force to be reckoned with - bringing to mind the well-loved UK/Kiwi pop axis of Creation/Cherry Red/Flying Nun (think the Smiths, House of Love, Doublehappys, and Felt), as well as 60's staples like the Velvet Underground's third record and Detroit legends, the Index. Crystal Stilts are one of those rare bands who can capture the reflective end-of-summer sound. (http://www.wfmu.org/playlists/shows/28601); genre Rock; styles Rock, Garage; tags crystal stilts"
003_003543.mp3,"Formed in the prolific musical environments of North Brooklyn and the now late NYC record store Rocks in Your Head, Crystal Stilts began as a duo, making stripped-down, moody pop songs. The band has fleshed out their sound with a full line-up and has developed into a live force to be reckoned with - bringing to mind the well-loved UK/Kiwi pop axis of Creation/Cherry Red/Flying Nun (think the Smiths, House of Love, Doublehappys, and Felt), as well as 60's staples like the Velvet Underground's third record and Detroit legends, the Index. Crystal Stilts are one of those rare bands who can capture the reflective end-of-summer sound. (http://www.wfmu.org/playlists/shows/28601); genre Rock; styles Rock, Garage; tags crystal stilts"
003_003553.mp3,Recorded 3/31/2005 Engineered by Joe Belock http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Rock; tags dmbq
003_003554.mp3,Recorded 3/31/2005 Engineered by Joe Belock http://creativecommons.org/licenses/by-nc-sa/3.0/; genre Rock; styles Rock; tags dmbq
003_003556.mp3,"Engineered by Jason Engle, released on double cdr by Dan Deacon in 2004. http://creativecommons.org/licenses/by-nc-sa/3.0; genre Electronic; styles Electronic; tags wham city, dan deacon, baltimore"
003_003562.mp3,"Engineered by Jason Engle, released on double cdr by Dan Deacon in 2004. http://creativecommons.org/licenses/by-nc-sa/3.0; genre Electronic; styles Electronic; tags wham city, dan deacon, baltimore"
003_003565.mp3,"Engineered by Jason Engle, released on double cdr by Dan Deacon in 2004. http://creativecommons.org/licenses/by-nc-sa/3.0; genre Electronic; styles Electronic; tags wham city, dan deacon, baltimore"
003_003590.mp3,"genre International; styles International; tags pop, khmer, rock, cambodia, dengue fever"
003_003591.mp3,"genre Spoken; styles Radio, Spoken, Interview; tags pop, khmer, rock, cambodia, dengue fever"
003_003592.mp3,"genre Rock; styles Post-Punk, Rock, Punk; tags baltimore, double dagger"
003_003593.mp3,"genre Rock; styles Post-Punk, Rock, Punk; tags baltimore, double dagger"
003_003594.mp3,"genre Rock; styles Post-Punk, Rock, Punk; tags baltimore, double dagger"
003_003602.mp3,"Live at WFMU on Stork's show 7/21/1996. engineered by Jesse Cannon and Diane Farris; genre Rock; styles Indie-Rock, Rock; tags emma peel"
003_003605.mp3,"Live at WFMU on Stork's show 7/21/1996. engineered by Jesse Cannon and Diane Farris; genre Rock; styles Indie-Rock, Rock; tags emma peel"
003_003607.mp3,"Live at WFMU on Stork's show 7/21/1996. engineered by Jesse Cannon and Diane Farris; genre Rock; styles Indie-Rock, Rock; tags emma peel"
003_003608.mp3,"Live at WFMU on Stork's show 7/21/1996. engineered by Jesse Cannon and Diane Farris; genre Rock; styles Indie-Rock, Rock; tags emma peel"
003_003610.mp3,"genre Electronic; styles Ambient Electronic, Electronic; tags fm3"
003_003617.mp3,"School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album It's Too Late Now (Parliament) picked up a four-star review from London's Sunday Times -- tune in and hear why! FALLEN LEAVES live on WFMU engineered by Diane Farris Rev. Rob Green - vocals Rob Symmons - guitar Gareth Evans - bass Ian O'Sullivan - drums (http://www.wfmu.org/playlists/shows/28636); genre Rock; styles Post-Punk, Rock, Punk; tags fallen leaves"
003_003619.mp3,"School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album It's Too Late Now (Parliament) picked up a four-star review from London's Sunday Times -- tune in and hear why! FALLEN LEAVES live on WFMU engineered by Diane Farris Rev. Rob Green - vocals Rob Symmons - guitar Gareth Evans - bass Ian O'Sullivan - drums (http://www.wfmu.org/playlists/shows/28636); genre Rock; styles Post-Punk, Rock, Punk; tags fallen leaves"
003_003621.mp3,"School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album It's Too Late Now (Parliament) picked up a four-star review from London's Sunday Times -- tune in and hear why! FALLEN LEAVES live on WFMU engineered by Diane Farris Rev. Rob Green - vocals Rob Symmons - guitar Gareth Evans - bass Ian O'Sullivan - drums (http://www.wfmu.org/playlists/shows/28636); genre Rock; styles Post-Punk, Rock, Punk; tags fallen leaves"
003_003622.mp3,"School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album It's Too Late Now (Parliament) picked up a four-star review from London's Sunday Times -- tune in and hear why! FALLEN LEAVES live on WFMU engineered by Diane Farris Rev. Rob Green - vocals Rob Symmons - guitar Gareth Evans - bass Ian O'Sullivan - drums (http://www.wfmu.org/playlists/shows/28636); genre Rock; styles Post-Punk, Rock, Punk; tags fallen leaves"
003_003625.mp3,"School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album It's Too Late Now (Parliament) picked up a four-star review from London's Sunday Times -- tune in and hear why! FALLEN LEAVES live on WFMU engineered by Diane Farris Rev. Rob Green - vocals Rob Symmons - guitar Gareth Evans - bass Ian O'Sullivan - drums (http://www.wfmu.org/playlists/shows/28636); genre Rock; styles Post-Punk, Rock, Punk; tags fallen leaves"
003_003670.mp3,"genre Rock; styles Rock, Garage; tags great plains"
